lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0294,Yield of Sediment in Relation to Mean Annual Precipitation,1958,"Langbein, WB, Schumm, SA",https://doi.org/10.1029/TR039i006p01076,Journal Article,Analysis,"Water Quality,Sediment,Ecological,Hydraulics",Regression,Watershed planning,Suspended,"Suspended,Erosion",Yes,Not Applicable,Yes,Yes,Not Applicable,Not Applicable,"Washington,Oregon,California",Land Management,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0295,The hydraulic geometry of stream channels and some physiographic implications,1953,"Leopold, LB, Maddock, T",https://doi.org/10.3133/pp252,Government Report,Analysis,"Water Quality,Hydraulics","Hydraulic Equations,Regression",Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0296,Particle size variations between bedload and bed material in natural gravel bed channels,1995,"Lisle, T",https://doi.org/10.1029/94WR02526,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Alaska,England,Wyoming,Mississippi,California,New Zealand",Deposition control,Not Applicable,"Alluvial fans,Braided rivers,Meandering rivers",,5.6843418860808e-14,5.6843418860808e-14
L0297,A Survey of Reservoir Shoreline Erosion Problems at Bureau of Reclamation Reservoirs,1996,"Lyons, JK",https://erdclibrary.on.worldcat.org/oclc/35963735,Conference Paper,Reporting,Public Participation,Frequency Analysis,Not Applicable,Not Applicable,Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Western USA,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0298,Sediment in rivers of the United States,1985,"Meade, RH, Parker, RS",https://doi.org/10.3133/wsp2275,Government Report,Reporting,"Water Quality,Hydraulics",Frequency Analysis,Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0299,SIAM for Evaluating Sediment Causes and Effects,2006,"Mooney, DM",https://pubs.usgs.gov/misc/FISC_1947-2006/pdf/1st-7thFISCs-CD/8thFISC/Session%206B-2_Mooney.pdf,Conference Paper,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Regression",Watershed planning,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi,"Sediment release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0300,Flume Studies of the Transport of Sediment in Estuarial Shoaling Processes,1962,"Krone, RB",http://www.worldcat.org/oclc/8967084,,Analysis,"Bathymetry,Water Quality,Sediment,Hydraulics",Laboratory Analysis,Maintenance,"Cohesive,Suspended,Flocculation,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,San Francisco Bay,"Sediment release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0301,Determination of the Unit Weight of Sediment for Use in Sediment Volume Computations,1953,"Miller, CR",https://babel.hathitrust.org/cgi/pt?id=uiug.30112113044884&view=1up&seq=1,Government Report,Analysis,Not Applicable,Not Applicable,Not Applicable,"Cohesive,Sand,Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0302,Headcut Advance Threshold in Earth Spillways,1994,"Moore, JS, Temple, DM, Kirsten, HAD",https://pubs.geoscienceworld.org/aeg/eeg/article/xxxi/2/263/137541/Technical-Notes,Journal Article,"Planning,Analysis","Sediment,Hydraulics","Hydraulic Equations,Regression",Operations,"Sand,Rock","Headcut,Emergency Spillway",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Flood diversion,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0303,"Reservoir Sedimentation Handbook: Design and Management of Dams, Reservoirs and Watersheds for Sustainable Use",2010,"Morris, GL, Fan, J",https://reservoirsedimentation.com/Res_Sedimentation_Handbook_1.05.pdf,Book,"Design,Operations","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression","Watershed Planning,Maintenance,Operations","Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Bank erosion,Headcut,Reservoir pool,Reservoir release,Suspended,Debris,Erosion,Emergency Spillway,Plunge Pool",Yes,Yes,Yes,Yes,"Flood,drought","Debris flow,wildfire",Not Applicable,"Sediment release,dam removal,Land Management, beneficial use of dredged materials,Flood diversion,Silt dams,Deposition control","Urban,forestry,multi-use,Island,Wetlands",Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0304,Reservoir Sedimentation,2013,"Morris, GL, Annandale, G, Hotchkiss, R",https://doi.org/10.1061/9780784408148.ch12,Book,"Planning,Design,Operations,Maintenance","Bathymetry,Sediment,Hydraulics","Frequency Analysis,Regression","Watershed Planning,Maintenance,Operations","Gravel,Sand,Silt,Clay","Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Sediment release,dam removal,Deposition control",Not Applicable,Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0305,A Reexamination of the Beginning of Movement for Coarse Granular Bed Materials,1968,"Neill, CR",https://static.ags.aer.ca/files/document/OFR/OFR_1968_09.pdf,Government Report,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0306,Economic considerations of a continental sediment-monitoring program,1998,"Osterkamp, WR, Heilman, P, Lane, LJ",https://www.tucson.ars.ag.gov/unit/Publications/PDFfiles/1010.pdf,Journal Article,"Planning,Reporting,Analysis","Water Quality,Sediment,Ecological,Hydraulics",Not Applicable,"Economics,Watershed planning",Suspended,"Suspended,Erosion",Not Applicable,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,North America,Land Management,"Urban,Forestry,Multi-use,Lowland",Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0307,Causes and Mechanisms of Cohesive Soil Erosion: The State of the Art,1973,"Paaswell, RE",https://onlinepubs.trb.org/Onlinepubs/sr/sr135/sr135-006.pdf,Government Report,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Cohesive,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Cohesive channels,,5.6843418860808e-14,5.6843418860808e-14
L0308,Concept of Critical Shear Stress in Loose Boundary Open Channels,1971,"Paintal, AS",https://doi.org/10.1080/00221687109500339,Journal Article,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0309,Downstream fining by selective deposition in a laboratory flume,1992,"Paola, C, Parker, G, Seal, R, Sinha, SK, Southard, JB, Wilcock, PR",https://doi.org/10.1126/science.258.5089.1757,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics",Laboratory Analysis,Not Applicable,"Gravel,Sand",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0310,1D Sediment Transport Morphodynamics with Applications to Rivers and Turbidity Currents,2006,"Parker, G",http://hydrolab.illinois.edu/people/parkerg/morphodynamics_e-book.htm,Book,"Planning,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Watershed Planning,"Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Land Management,Deposition control",Not Applicable,"Alluvial fans,Deltas",,5.6843418860808e-14,5.6843418860808e-14
L0311,Erosion and deposition of cohesive soils,1965,"Partheniades, E",https://doi.org/10.1061/JYCEAJ.0001165,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Sediment Transport Modeling,Regression",Not Applicable,"Cohesive,Sand,Flocculation,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"San Francisco Bay, California","Sediment release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0312,Computing Degradation and Local Scour,1984,"Pemberton, EL, Lara, JM",https://www.usbr.gov/tsc/techreferences/reservoir/ComputingDegradtion01_1984.pdf,Government Report,"Design,Analysis","Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Flood risk,"Gravel,Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"ArizoNot Applicable,Colorado",Sediment release,Not Applicable,"Modified streams,Underfit streams",,5.6843418860808e-14,5.6843418860808e-14
L0313,"Physical factors that influence muddy bed aggregate production, size, and durability",2020,"Perkey, DW, Fall, KA, Smith, SJ",https://dx.doi.org/10.21079/11681/38257,ERDC TN,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Regression",Not Applicable,"Cohesive,Sand,Suspended,Bedload,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"North America,East of Rocky Mountains",Sediment release,Not Applicable,Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0314,"Impacts of Muddy Bed Aggregates on Sediment Transport and Management in the Tidal James River, VA",2020,"Perkey, DW, Smith, SJ, Fall, KA, Massey, GM, Friedrichs, CT, Hicks, EM",https://doi.org/10.1061/(ASCE)WW.1943-5460.0000578,Journal Article,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Regression",Not Applicable,"Cohesive,Sand,Suspended,Bedload,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Virginia,Sediment release,Not Applicable,Deltas,,5.6843418860808e-14,5.6843418860808e-14
L0315,Erosion thresholds and rates for sand-mud mixtures,2020,"Perkey, DW, Smith, SJ, Priestas, AM",https://dx.doi.org/10.21079/11681/37495,ERDC TN,Analysis,"Sediment,Hydraulics",Laboratory Analysis,Not Applicable,"Cohesive,Sand,Suspended,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0316,Design Considerations for Confining and Guiding Levees On Alluvial Fans,2008,"Philips, BM, Williams, DT",https://doi.org/10.1061/40976(316)203,Conference Paper,"Design,Operations",Not Applicable,Hydraulic Equations,"Flood risk,Operations",Not Applicable,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought",Not Applicable,Southwest USA,Flood diversion,Not Applicable,"Alluvial fans,Braided rivers,Arroyos",,5.6843418860808e-14,5.6843418860808e-14
L0317,Distinguishing between debris flows and floods from field evidence in small watersheds,2005,"Pierson, TC",https://web.archive.org/web/20190427044222id_/https://pubs.usgs.gov/fs/2004/3142/pdf/fs2004-3142.pdf,Government Report,"Reporting,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Hydraulics",Not Applicable,Flood risk,"Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Suspended,Debris,Erosion",Not Applicable,Yes,Not Applicable,Not Applicable,Flood,"Debris flow,Volcano",Not Applicable,"Land Management,Deposition control",Forestry,Mountain torrents,,5.6843418860808e-14,5.6843418860808e-14
L0318,A rheologic classification of subaerial sediment-water flows,1987,"Pierson, TC, Costa, JE",https://doi.org/10.1130/REG7-p1,Book,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Flood risk,Suspended,"Suspended,Debris",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,Landslide",Not Applicable,Deposition control,Not Applicable,"Mountain torrents,Alluvial fans",,5.6843418860808e-14,5.6843418860808e-14
L0319,Environmental and economic costs of soil erosion and conservation benefits,1995,"Pimentel, D, Harvey, C, Resosudarmo, P, Sinclair, K, Kurz, D, McNair, M, Crist, S, Shpritz, L, Fitton, L, Saffouri, R, Blair, R",https://doi.org/10.1126/science.267.5201.1117,Journal Article,"Reporting,Analysis","Water Quality,Sediment",Not Applicable,"Economics,Watershed planning",Not Applicable,Erosion,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Land Management,Agriculture,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0320,Erosion of Cohesive Soils,1984,"Raudkm, AJ, Tan, SK",https://doi.org/10.1080/00221688409499380,Journal Article,Analysis,"Water Quality,Sediment",Laboratory Analysis,Not Applicable,"Cohesive,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0321,Predicting soil erosion by water: A guide to conservation planning with the Revised Universal Soil Loss Equation (RUSLE),1997,"Renard, KG, Foster, GR, Weesies, GA, McCool, DK, Yoder, DC",https://www.researchgate.net/profile/Pablo-Alvarez-48/post/soil_erosion/attachment/59d6460279197b80779a110f/AS%3A455706810818560%401485660378747/download/Renard_1997_+Predicting+soil+erosion+by+water_a+guide+to+conservation+planing+with+RUSLE.pdf,Government Report,"Planning,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Watershed planning,Not Applicable,Erosion,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Midwest USA,Land Management,Agriculture,Modified streams,,5.6843418860808e-14,5.6843418860808e-14
L0322,SEDLIB Multiple Grain Sized Mixed Sediment Library: Technical Manual,2014,"Brown, G., C. Trahan, J.N. Tate, and G. Savant",https://erdc-library.erdc.dren.mil/jspui/bitstream/11681/39162/17/SEDLIB_Manual-Version1.2.pdf,ERDC TN,"Planning,Analysis",Not Applicable,Sediment Transport Modeling,watershed planning,"Cohesive,Gravel,Sand,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0323,Trap efficiency of reservoirs,1953,"Brune, G.M.",https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/TR034i003p00407,Journal Article,Operations,Sediment,Regression,Operations,"Sand,Suspended","Erosion,Suspended,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Multiple sites,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0324,Overview of Selected Surrogate Technologies for High-Temporal Resolution Suspended-Sediment Monitoring,2010,"Gray, J.R., Gartner, J.W.",10.1002/9781444317114.ch1,Conference Paper,Operations,"Water Quality,Sediment",NA,Operations,"Suspended,Bedload",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0325,Two-Dimensional Total Sediment Load Model Equations,2008,"Greimann, B., Lai, Y.",https://doi.org/10.1061/(ASCE)0733-9429(2008)134:8(1142),Journal Article,Analysis,Sediment,Sediment Transport Modeling,Not Applicable,"Suspended,Bedload",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0326,"A Systematic Analysis of Eight Decades of Incipient Motion Studies, with Special Reference to Gravel Bedded Rivers",1997,"Buffington, J.M., and D.R. Montgomery.",,,,,,,,,,,,,,,,Not Applicable,,,,5.6843418860808e-14,5.6843418860808e-14
L0327,Measurement of Coarse Gravel and Cobble Transport Using Portable Bedload Traps,2004,"Bunte, K., S. Abt, J. Potyondy, and S. Ryan",https://www.fs.usda.gov/treesearch/pubs/22266,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Bedload,Gravel",Sediment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Co./Wy.,Not Applicable,Upland,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
